tags,post
javascript|php|html|cookies|prompt,how yo use cookie to auto fill name form field  how to use a javascript alert prompt to ask for name and save it as a cookie then fill in the answer automatically in a name field on a html php form below  is this even possible  my form code: i m adding this code as requested in the comments so hopefully this helps answer my question!   <pre><code>`&lt;form method= post &gt;     &lt;!--  name:&lt;input type= text  name= name  class= form-control      placeholder= name  required= required /&gt;--&gt;          &lt;input name= subject  class= form-control  required= required  type= text  placeholder= email subject  autocomplete= off &gt;        &lt;input name= name  class= form-control  required= required  type= text  placeholder= name &gt;    &lt;input name= email  class= form-control  required= required  type= email  placeholder= email address &gt;           &lt;!--  &lt;input name= phone  type= number   class= form-control      placeholder= phone number  required= required /&gt;--&gt;    &lt;input name= phone  class= form-control  id= phone  required= required  type= text  maxlength= 10  placeholder= phone number  pattern= \d+  minlength= 10 &gt;     &lt;!-- &lt;label for= phone &gt;phone number (format: xxx-xxx-xxxx) (excluding dashes):&lt;/label&gt;&lt;br/&gt;   &lt;input id= phone  name= phone class= form-control  placeholder= phone number  no ahses just numbers!  type= tel  pattern= ^\d{3}\d{3}\d{4}$  required &gt;--&gt;     &lt;input name= theme  class= form-control  required= required  type= text  placeholder= event theme  autocomplete= off &gt;   &lt;input name= size  class= form-control  required= required  type= number  min= 1  max= 999  placeholder= estimated event size &gt; &lt;select name= location  class= form-control   id= locationenter  required= required &gt;   &lt;script src= https://maps.googleapis.com/maps/api/js key=aizasybfj6rohpv4xfml6vm1msfrka0sqz9sfcc&amp;libraries=places  type= text/javascript &gt;&lt; /script&gt;      &lt;option disabled=   value=   selected=  &gt;event location-select one&lt;/option&gt;    &lt;option class= form-control  value= known &gt;known&lt;/option&gt;    &lt;option class= form-control  value= unknown &gt;unknown&lt;/option&gt; &lt;/select&gt;  &lt;div id= location  style= display: none; &gt; &lt;label for= itemaddress &gt;&lt;/label&gt;             &lt;input name= itemaddress  class= form-control  id= autocomplete  required= required  onfocus= geolocate()  type= text  maxlength= 500  placeholder= event address  autocomplete= off &gt;    &lt;/div&gt;               &lt;input name= itemaddress2  class= form-control  id= route  type= hidden  maxlength= 500  placeholder= event address line 2 &gt;               &lt;input name= itemcity  class= form-control  id= locality  required= required  type= hidden  maxlength= 255  placeholder= event city &gt;             &lt;input name= itemstate  class= form-control  id= administrative_area_level_1  type= hidden  maxlength= 255  placeholder= event state &gt;               &lt;input name= itemzip  class= form-control  id= postal_code  required= required  type= hidden  maxlength= 255  placeholder= event zip code &gt;       &lt;input name= type  class= form-control  required= required  type= text  placeholder= event type  autocomplete= off &gt; event date: &lt;input name= date  class= form-control  required= required  type= date  placeholder= event date  autocomplete= off &gt;     &lt;label for= discount &gt;military/first responder &lt;/label&gt; &lt;select name= discount  class= form-control   id= dbtype  required= required &gt;      &lt;option disabled=   value=   selected=  &gt;select one&lt;/option&gt;    &lt;option class= form-control  value= first responder &gt;first responder&lt;/option&gt;    &lt;option class= form-control  value= military &gt;military&lt;/option&gt;    &lt;option class= form-control  value= niether &gt;niether&lt;/option&gt; </code></pre>      <pre><code>&lt;div id= mil  style= display: none; &gt; &lt;label for= specifymil &gt;&lt;/label&gt; &lt;input name= specifymil  class= form-control  id= idmil  type= text  placeholder= what is your branch  &gt; &lt;/div&gt; &lt;div id= first  style= display: none; &gt; &lt;label for= specifyfirst &gt;&lt;/label&gt; &lt;input name= specifyfirst  class= form-control  id= idfirst  type= text  placeholder= what is your agency  &gt;  &lt;/div&gt; &lt;!--&lt;input type= checkbox  name= request_price  value= price &gt;i request to know my price--&gt;   &lt;input name= additional_info  class= form-control  type= text  placeholder= additional info  autocomplete= off &gt;   &lt;input name= requested_info  class= form-control  type= text  placeholder= requested info  autocomplete= off &gt;                &lt;button class= btn-submit  type= submit &gt;send!&lt;/button&gt;   &lt;/form&gt; </code></pre>   `
jquery|select|input|find|selector,jquery can t get the value from an input element (2)  i am using jquery trying to retrieve the value of a text input but it is not working. can anyone see what i am doing wrong  <a href= http://jsfiddle.net/silvajeff/4sb8k/3/  rel= nofollow >http://jsfiddle.net/silvajeff/4sb8k/3/</a>   <pre><code>&lt;table id= oustandingitems &gt;   &lt;tr&gt;&lt;th&gt;category&lt;/th&gt;&lt;/tr&gt;   &lt;tr&gt;&lt;td&gt;&lt;input name= mytest  /&gt;&lt;/td&gt;&lt;/tr&gt;   &lt;tr&gt;&lt;td&gt;&lt;input name= mytest  value= 123 /&gt;&lt;/td&gt;&lt;/tr&gt;   &lt;tr&gt;&lt;td&gt;&lt;input name= mytest  /&gt;&lt;/td&gt;&lt;/tr&gt;   &lt;tr&gt;&lt;td&gt;&lt;input name= mytest  /&gt;&lt;/td&gt;&lt;/tr&gt; &lt;/table&gt;   &lt;button id= findrow &gt;find row&lt;/button&gt; &lt;input type= text  id= myrow  /&gt;  $( #findrow ).click(function() {      var tablerow = $( #oustandingitems tr:has(td input[value!=  ]) ).prevall().length;    var myvalue = $( #oustandingitems input:has(td input[value!=  ]) ).val();   $( #myrow ).val(myvalue); }); </code></pre>
c#|database|winforms|organizational-chart,dynamic organizational chart in windows forms  i want to create a dynamic organizational chart in windows forms c# which draws data from mdb or sql database with insert/delete/update node options.(i want to do insert delete update not by external buttons but minibuttons near to nodes.) is there any tutorial  sample project you can recommend
iphone|xml|parsing|sdk,choosing the right ios xml parser  so there are a million different xml parsers for the iphone. i have a medium sized xml file that contains alot of duplicate tags (at different points in the hierarchy). i was thinking about tbxml but i was concerned about its lack of xpath support. for instance lets say my xml file looked like this.   <pre><code>&lt;blog&gt;    &lt;author&gt; foo1 &lt;/author&gt;    &lt;comments&gt;         &lt;comment&gt;             &lt;text&gt;                 &lt;![cdata[ html code that must be extracted ]]&gt;             &lt;/text&gt;             &lt;author&gt;foo2&lt;/author&gt;        &lt;/comment&gt;         &lt;comment&gt;           &lt;text&gt;               &lt;![cdata[ here is another post ]]&gt;            &lt;/text&gt;           &lt;author&gt;foo1&lt;/author&gt;       &lt;/comment&gt;     &lt;/comments&gt; &lt;/blog&gt; </code></pre>   basically my requirements are that i need to be able to extract that cdata. and know whether  it is the blog author a comment author.
ruby-on-rails|database|postgresql,custom constraints - postgres  this is more of a conceptual doubt. is there any way in which we can apply a constraint that value of a field can t be blank  i know <code>not null</code> can be used. but i want to check if the field has only spaces  it rejects that value also. for example <code>      </code> should be rejected.
shell|dockerfile,what does `echo in_memory` do   while going through the <a href= https://github.com/sekka1/mesosphere-docker/blob/master/mesos-master/dockerfile  rel= nofollow >dockerfile</a> i came across this line-<br> <code>echo in_memory | sudo dd of=/some/path/</code><br> its a shell command. i googled it but i m not satisfied with the answers. does anyone know about this
asp.net|reporting-services,system.web.ui.scriptmanager  does not have a public property named  button   i try to show ssrsc reports in asp.net web page and for this i search tutorials and i find tutorials which shows me add script manager  reportviewer and a button when i add these 3 things in my project in .aspx page and then when i debug my project then it shows me error  and here i clear that i can not add ajax tool kit reigster assembly in .aspx page for this how i add register assebly for ajax code   <pre><code>&lt;%@ register assembly= microsoft.reportviewer.webforms  version=9.0.0.0  culture=neutral  publickeytoken=b03f5f7f11d50a3a  namespace= microsoft.reporting.webforms  tagprefix= rsweb  %&gt; &lt;asp:content id= content1  contentplaceholderid= contentplaceholder1  runat= server &gt;     &lt;div align = center  class= adminform &gt;        &lt;br /&gt;&lt;br /&gt;                 &lt;center&gt;         &lt;div class= vpb_main_wrapper   align= center  style= left: inherit /&gt;&lt;br clear= all /&gt;             &lt;asp:scriptmanager id= scriptmanager1  runat= server &gt;            &lt;asp:button id= button1  runat= server  onclick= button1_click  text= button  /&gt;              &lt;rsweb:reportviewer id= reportviewer2  runat= server  height= 261px                   width= 476px &gt;             &lt;/rsweb:reportviewer&gt;                &lt;/asp:scriptmanager&gt;      &lt;/center&gt;     &lt;/div&gt;  &lt;/asp:content&gt; </code></pre>   error   <pre><code>type  system.web.ui.scriptmanager  does not have a public property named  button .  source error:   line 11:             &lt;asp:scriptmanager id= scriptmanager1  runat= server &gt; line 12:              line 13:           &lt;asp:button id= button1  runat= server  onclick= button1_click  text= button  /&gt; line 14:  line 15:             &lt;rsweb:reportviewer id= reportviewer2  runat= server  height= 261px   </code></pre>
python|separator|partition|rationale,why does python s str.partition return the separator   i use python s <code>str.partition</code> in my code in three ways:   <pre><code>before  __  after = string.partition(sep) before = string.partition(sep)[0] after = string.partition(sep)[2] </code></pre>   while i use <code>str.partition</code> frequently  i ve always wondered why it returns the separator.  the first line surely would benefit from it <em>not</em> returning the separator  and in my opinion  also the third line would become more intuitive.    while i acknowledge that one can re-build the string with   <pre><code>  .join(string.partition(sep)) </code></pre>   i do not see any use case for this.    so  what is the rationale of the inclusion of the separator in the returned tuple
c#|file|path,creating a file that the path does not exists   i just can t get around this. i am able to create a file with <code>file.create</code>... <code>file.cratetext</code> and so on  only if the path exists. if it does not the file will not we written and returns an error. how do i create the path
mysql|pdo,how can i insert data into a specific row in mysql database   i want to insert data in my sql database:   <pre><code>try {                     $pdo = database::connect();                     $pdo-&gt;setattribute(pdo::attr_errmode  pdo::errmode_exception);                     $sql =  insert into animals (size) values( ) where id =  $name  ;                      $q = $pdo-&gt;prepare($sql);                      foreach($animalarray as $row) {                      if (array_key_exists( size  $row)){                      $q-&gt;execute(array($row[ size ]));                     }                     }                     }                     catch (pdoexception $pe) {                     echo $pe-&gt;getmessage();                     }                     catch (exception $e ) {                     echo $e-&gt;getmessage();                     }                     database::disconnect(); </code></pre>   but i get the error message:  sqlstate[42000]: syntax error or access violation: 1064 you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near  where id =  horse    at line 1   <hr>   i updated my code according to the answer of g_hi3. now it works. my mistake was that i tried to use insert instead of update:   <pre><code>                try {                     $pdo = database::connect();                     $update_animal =  update animals set size= $size  where id =  $name  ;                     $sql = $pdo-&gt;prepare($update_animal);                     $sql-&gt;execute();                      }                     catch (pdoexception $pe) {                     echo $pe-&gt;getmessage();                     }                     catch (exception $e ) {                     echo $e-&gt;getmessage();                     }                     database::disconnect(); </code></pre>
android|api|google-maps|google-maps-android-api-2,google map is asking for api v2 and not showing map after adding places api android  i am facing a strange situation  my app is in production mode and recently i added the feature of google api for finding places and map them over map. i am using a different web api for calling places which are returning json data. api is something like this -   <pre><code>https://maps.googleapis.com/maps/api/place/nearbysearch/json location= lat   lon &amp;radius=&amp;type=atm&amp;keyword=&amp;key=aizasyexampleapi ; </code></pre>   i am using a fragment for the map where i don t have googlemap.xml stuff i just added api key in the manifest file and it was working fine previously.   <pre><code>&lt;meta-data         android:name= com.google.android.geo.api_key          android:value= api_key  /&gt;  </code></pre>   when i was running it via android studio it was fine now when i have published over playstore map is gone. neither map is showing nor autosuggestion for places is working.i have checked sha1 placed it over google console.    error showing - <code>please see https://developers.google.com/maps/documentation/android-api/start for how to correctly set up the map.07-21 01:50:04.771 25734-26650/  e/google maps android api: in the google developer console (https://console.developers.google.com)ensure that the  google maps android api v2  is enabled.ensure that the following android key exists:api key:aizasycb-------sample----android application (&lt;cert_fingerprint&gt;;&lt;package_name&gt;):</code>
c#|linq|collections,which way to get indices of collection items meeting a condition is better   suppose i have a collection of strings.   <pre><code>list&lt;string&gt; lines = new list&lt;string&gt;(file.readalllines( test.txt )); </code></pre>   and a regular expression to search for a match in that collection:   <pre><code>regex r = new regex(@ some regular expression ); </code></pre>   how can i get the indeces of elements  matching the regex     i have three ideas.   <hr>   1st:   <pre><code>var indeces1 = lines.where(l =&gt; r.ismatch(l))                     .select(l =&gt; lines.indexof(l)); foreach (int i in indeces1) {     console.writeline(i);//do the index-based task instead... } </code></pre>   what i don t like about it  is using <code>indexof</code> over the original collection. am i wrong and it s ok    <hr>  <pre><code>var indeces2 = lines.select((l  i) =&gt; new { line = l  index = i })                     .where(o =&gt; r.ismatch(o.line));  foreach (var o in indeces2) {     console.writeline(o.index);//do the index-based task instead... } </code></pre>   it seems to be better than the 1st one  but is there a way to do the same thing without creating an anonymous object    <hr>   and the last one:   <pre><code>for (int i = 0; i &lt; lines.count; i++) {     if (r.ismatch(lines[i]))     {         console.writeline(i);//do the index-based task instead...     } } </code></pre>   actually i have this one working now. but as i do love linq  i wanted to have a linq way to do the same.    so is there a better linq way to do this simple task
c++|boost|graph|boost-graph,using vertex_name when reading a graphml file with boost graph  i am trying to load a simple graphml file such that each vertex has a vertex name as stored in the graphml. i can change the graphml  the important thing is that i have access to the vertex_name from code afterwards.     here s the most minimal example that i could extract that still shows the problem:   <pre><code>#include &lt;iostream&gt; #include &lt;string&gt; #include &lt;fstream&gt;  #include &lt;boost/graph/adjacency_list.hpp&gt; #include &lt;boost/graph/graphml.hpp&gt;  int main() {     using namespace boost;     typedef adjacency_list&lt;vecs  vecs  directeds property&lt;vertex_name_t std::string&gt; &gt; boostgraphtype;     typedef dynamic_properties boostdynamicproperties;      std::string fn =  simple.graphml ;     std::ifstream is(fn.c_str());      if (!is.is_open())     {         std::cout &lt;&lt;  loading file    &lt;&lt; fn &lt;&lt;   failed.  &lt;&lt; std::endl;         throw  could not load file. ;     }      boostgraphtype g;     boostdynamicproperties dp ;     const std::string vn =  vertex_name ;     dp.property(vn get(vertex_name g));     read_graphml(is  g  dp);      for (auto vp = vertices(g); vp.first != vp.second; ++vp.first)     {         std::cout &lt;&lt;  index    &lt;&lt; get(vertex_index g *vp.first) &lt;&lt;     ;         std::cout &lt;&lt;  name    &lt;&lt; get(vertex_name g *vp.first) &lt;&lt;             &lt;&lt; std::endl;     }      return 0; } </code></pre>   i am using the the following graphml test file:   <pre><code>&lt; xml version= 1.0  encoding= utf-8  &gt; &lt;graphml xmlns= http://graphml.graphdrawing.org/xmlns        xmlns:xsi= http://www.w3.org/2001/xmlschema-instance      xsi:schemalocation= http://graphml.graphdrawing.org/xmlns     http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd &gt;   &lt;key id= d0  for= node  attr.name= vertex_name  attr.type= string /&gt;   &lt;graph id= g  edgedefault= directed &gt;     &lt;node id= a &gt; &lt;data key= d0 &gt;a&lt;/data&gt; &lt;/node&gt;     &lt;node id= b &gt; &lt;data key= d0 &gt;b&lt;/data&gt; &lt;/node&gt;     &lt;edge id= 0  source= a  target= b /&gt;    &lt;/graph&gt; &lt;/graphml&gt; </code></pre>   read_graphml throws an exception with the helpful message (e.what()):    <pre><code> parse error: unrecognized type      </code></pre>   it seems the problem is related to the vertex_name association (which i got from a comment to a <a href= https://stackoverflow.com/questions/15433492/boost-graph-read-graphml-dynamic-vertex-properties >previous question of mine</a>).     if i remove   <pre><code>&lt;data key= d0 &gt;a&lt;/data&gt; </code></pre>   from the node  it works.     however  i need to be able to identify the vertices by vertex_name.    how can i fix this so it properly parses the graphml and does not throw  what am i doing wrong
php|mysql|mysqli,check for existence before submitting data to the mysql database  i have a php code that submits data to the database  but i want to restrict the data if it already exists. i have tried the below code but always inserts data without checking for existence.   <pre><code>if(isset($_post[ submit ])){    $phone = $_post[ phone ];    $checkdatasql =  select phone from lead where phone=$phone  ;   $run = $conn-&gt;query($checkdatasql);    if ($run-&gt;num_rows &gt; 0) {       header( location:add_lead.php error=unsuccess );       }   else{       $phone = $_post[ phone ];    }    $name = $_post[ name ];   $email = $_post[ email ];   $gender = $_post[ gender ];   $treatment = intval($_post[ treatment ]);   $date = date( y-m-d );   $source = intval($_post[ source ]);   $staff = intval($_post[ staff_id ]);   $insertlead =  insert into lead        (`id`  `name`  `phone`  `email`  `gender_id`  `treatment_id`  `date`  `source_id`  `remark`  `staff_id`)       values (null   $name    $phone    $email    $gender    $treatment    $date    $source        $staff ) ;    if ($conn-&gt;query($insertlead) === true) {     echo  new record created successfully ;     header( location:add_lead.php submitted=successfully ); } else {     echo  error:   . $insertlead .  &lt;br&gt;  . $conn-&gt;error; }   } </code></pre>
android|google-play,open android app with link to google play store  i want to open my app with a link. the link i want to use  is the link to the google play store. i tried it  but my app doesn t start. is it possible to do this     in my manifest i do the following:   <pre><code>&lt;activity android:name= myapp &gt; &lt;intent-filter&gt;         &lt;action android:name= android.intent.action.main  /&gt;         &lt;category android:name= android.intent.category.launcher  /&gt;     &lt;/intent-filter&gt;     &lt;intent-filter&gt;         &lt;action android:name= android.intent.action.view  /&gt;         &lt;category android:name= android.intent.category.browsable  /&gt;         &lt;category android:name= android.intent.category.default  /&gt;         &lt;data android:scheme= http  android:host= play.google.com               android:path= /store/apps/details id=myapp  /&gt;         &lt;data android:scheme= https  android:host= play.google.com               android:path= /store/apps/details id=myapp  /&gt;     &lt;/intent-filter&gt; &lt;/activity&gt; </code></pre>   i tried it with pathprefix  too.    best regards
win-universal-app,what happens with the app lifecycle when the device shuts down  two scenarios:   <ol> <li> user turns the device off while app is running. </li> <li> the device shuts itself off because battery is low while app is running. </li> </ol>   what happens with the lifecycle  if i understand correctly  when the user closes the app the app is suspended and then terminated. what happens in both scenarios      i haven t been able to debug it  because the app is not suspended when connected to a debugger.
java|class|object|instance,java class instances  what does instantiate two instances in java means  is it the same with create two objects     i am sorry i m just new to java and it s hard grasping the idea of object programming when you came from c.
ios|objective-c,ios 8 keyboard support for different languages  i am making a application supporting gujrati and english languages. in ios 9 there is a support for gujrati language on the keyboard but same is not the case with ios 8.    can anyone please suggest how can i make keyboard in ios 8 show support for gujrati language
opengl|glsl,translation in glsl shader  i m trying to move figure inside vertex glsl shader:   <pre><code>layout(location = 0) in vec3 position; layout(location = 1) in vec3 offset;  uniform mat4 projectionviewmatrix;  void main() {     vec3 newpos = position;     newpos.x += offset[0];     newpos.y += offset[1];     //newpos.z += offset[2];      mat4 translation;     translation[0][0] = 1;     translation[1][1] = 1;     translation[2][2] = 1;     translation[2][3] = offset[2];     translation[3][3] = 1;      gl_position = projectionviewmatrix * (translation * vec4(newpos  1.0)); } </code></pre>   i would like to draw many similar objects  with different coordinates  so i m using gldrawarraysinstanced and layout(location = 1) in vec3 offset; - dynamic buffer;    with translation matrix it does not work. but if i will uncomment line newpos.z += offset[2]; and remove translation matrix it would work.     i prefer to use matrix because in future i would like pass in shader info about scaling dynamically. why it does not work with matrix
java|android|image,set max cache size on disk android universal image loader  i am using android universal image loader in my project. i have 2500+ images in my project which need more than 80 mb disk space. is there any way i can limit disk cache size     <a href= https://github.com/nostra13/android-universal-image-loader  rel= nofollow >https://github.com/nostra13/android-universal-image-loader</a>
python|regex|csv|split|beautifulsoup,python: splitting parsed items into a csv file  i got advice from jamie bull and pm 2ring to use the csv module for the output of my web scrapper. i m nearly done but have an issue with some parsed items that are separated by a colon or hyphen. i m wanting those items split into two items in the current list.    <strong>current output:</strong>    gb 16 19 255 1 <strong>26:40</strong> 19 13 4 2 <strong>6-12</strong> <strong>0-1</strong> 255 57 4.5 80 21 3.8 175 <strong>23-33</strong> 4.9 3 14 1 4 38.3 8 65 1 0 sea 36 25 398 1 <strong>33:20</strong> 25 8 13 4 <strong>4-11</strong> <strong>1-1</strong> 398 66 6.0 207 37 5.6 191 <strong>19-28</strong> 6.6 1 0 0 2 33.0 4 69 2 1    <strong>desired output:</strong>(the issues/differences are in bold)    gb 16 19 255 1 <strong>26 40</strong> 19 13 4 2 <strong>6 12</strong> <strong>0 1</strong> 255 57 4.5 80 21 3.8 175 <strong>23 33</strong> 4.9 3 14 1 4 38.3 8 65 1 0 sea 36 25 398 1 <strong>33 20</strong> 25 8 13 4 <strong>4 11</strong> <strong>1 1</strong> 398 66 6 207 37 5.6 191 <strong>19 28</strong> 6.6 1 0 0 2 33 4 69 2 1    i am unsure where or how to make these changes. i also don t know if regex is needed. obviously i could handle this in notepad or excel but my goal is to handle all this in python.     if you run the program  the above results are from the 2014 season  week 1.   <pre><code>import requests import re from bs4 import beautifulsoup import csv  year_entry = raw_input( enter year:  )  week_entry = raw_input( enter week number:  )  week_link = requests.get( http://sports.yahoo.com/nfl/scoreboard/ week=  + week_entry +  &amp;phase=2&amp;season=  + year_entry)  page_content = beautifulsoup(week_link.content)  a_links = page_content.find_all( tr   { class :  game link })  csvfile = open( nfl_2014.csv    a )  writer = csv.writer(csvfile)  for link in a_links:         r =  http://www.sports.yahoo.com  + str(link.attrs[ data-url ])         r_get = requests.get(r)         soup = beautifulsoup(r_get.content)         stats = soup.find_all( td   { class : stat-value })         teams = soup.find_all( th   { class : stat-value })         scores = soup.find_all( dd   { class :  score })          try:                 away_game_stats = []                 home_game_stats = []                 statistic = []                 game_score = scores[-1]                 game_score = game_score.text                 x = game_score.split(   )                 away_score = x[1]                 home_score = x[4]                 home_team = teams[1]                 away_team = teams[0]                 away_team_stats = stats[0::2]                 home_team_stats = stats[1::2]                 away_game_stats.append(away_team.text)                 away_game_stats.append(away_score)                 home_game_stats.append(home_team.text)                 home_game_stats.append(home_score)                 for stats in away_team_stats:                         text = stats.text.strip(  ).encode( utf-8 )                         away_game_stats.append(text)                   writer.writerow(away_game_stats)                  for stats in home_team_stats:                         text = stats.text.strip(  ).encode( utf-8 )                         home_game_stats.append(text)                  writer.writerow(home_game_stats)          except:                 pass   csvfile.close()                          </code></pre>   any help is greatly appreciated. this is my first program and searching this board has been a great resource.    thanks     jt
knockout-validation,how to get failed validation rule   i m using knockout validation plugin. i have a few validation rules for my observable.  is it possible to define which rule failed during the validation     i tried to use method rules()  but it just returns list of the attached rules  but not a state of the some rule (failed or not):    <a href= http://i.imgur.com/5yvhpiw.png 1 8272  rel= nofollow >http://i.imgur.com/5yvhpiw.png 1 8272</a>    i ve extended observable in this way:   <pre><code>self.somefield = ko.observable().extend({     required: {         message:  the field is required.           params: true     }      maxlength: {         message:  please enter no more than 300 characters.           params: 300      } }); </code></pre>   my not validated observable looks like:    <a href= http://i.imgur.com/7ybflfz.png  rel= nofollow >http://i.imgur.com/7ybflfz.png</a>    thank you.
ruby-on-rails|ruby|delphi,which is the equivalent in ruby to the delphi sizeof function   i want to get the number of bytes occupied by a variable or type in ruby.  is there an equivalent to the <a href= http://docwiki.embarcadero.com/vcl/en/system.sizeof  rel= nofollow noreferrer ><code>sizeof</code></a> function in ruby on rails
language-agnostic|bezier|curve|polynomial-math|quadratic,convert a quadratic curve points to polynomial representation   i have the x y of 2 <em>end</em> points and 1 <em>bezier</em> point  of a <em>quadratic bezier</em> curve.    using this data  how can i derive the <em>polynomial representation</em> of the curve     <a href= http://www.euclidraw.com/eng_fls/euc_htmls/bezier_fls/quad.gif  rel= nofollow noreferrer >alt text http://www.euclidraw.com/eng_fls/euc_htmls/bezier_fls/quad.gif</a>
jekyll|liquid,how to reverse the chronological order of pages   i use <a href= https://jekyllrb.com/docs/variables/  rel= nofollow noreferrer ><code>page.previous</code> and <code>page.next</code></a> to create links to neighbor pages.     the problem is that the  next  page is the one which is chronologically earlier. in other words  my latest page has one link  <code>page.next</code> (linking to an older page)    is it possible to reverse the order
c#|.net|azure|activex|rdp,rdp activex control refuses to connect to azure vm (axmsrdpclient8)  i am trying to use the remote desktop protocol activex control to connect to an azure vm  but it doesn t work.  ondisconnect is called with discreason=1    here is the code:   <pre><code>    private void button3_click(object sender  eventargs e)     {         axmsrdpclient81.server =  ipaddress ;         axmsrdpclient81.username =  username ;         axmsrdpclient81.advancedsettings9.cleartextpassword =  password ;          axmsrdpclient81.advancedsettings9.enablecredsspsupport = true;         axmsrdpclient81.advancedsettings9.enableautoreconnect = true;         axmsrdpclient81.advancedsettings9.authenticationlevel = 2;         axmsrdpclient81.advancedsettings9.negotiatesecuritylayer = true;          axmsrdpclient81.ondisconnected += axmsrdpclient81_ondisconnected;          axmsrdpclient81.connect();     } </code></pre>   does anyone have any ideas why this might not be working   i ve tried everything!
iphone|xcode|statistics|cpu-usage|instruments,how to export instrument s cpu monitor s statistics to be usable in excel or numbers   i require statistics of cpu load of my iphone apps. i am trying to use instrument to see the cpu load  but all i see in instrument program is rendered graphs. i need these statistics data in raw numbers so that i can put all of them on graphs using excel or numbers. is there a way to export these data in such a way  or do i need other programs to accomplish this
r|sweave|knitr,plots are empty using sweave and latex  i want to make a report with the graphics i obtain with r. here i show you both images produced with <code>site_rose(site_ref)</code> and <code>site_time_series(site_ref)</code> i designed.  <img src= https://i.stack.imgur.com/ltnkq.png  alt= enter image description here >    <img src= https://i.stack.imgur.com/ge3zt.png  alt= enter image description here >    but after running sweave( profile.rnw ) and getting profile.tex i obtain profile-002.pdf and profile-003.pdf that these last two documents have 0kb. and so i get a .pdf report without any figure at all. here i show you the code:    <pre><code>\documentclass[10pt a4paper]{article} \usepackage[utf8]{inputenc} \usepackage[spanish]{babel} \usepackage{amsmath} \usepackage{amsfonts} \usepackage{amssymb}  \title{anàlisi in situ emplaçament} \author{jonel palou visa}  \begin{document} \maketitle \begin{center} &lt;&lt;fig=true echo=true&gt;&gt;=  site_ref &lt;- site_time_series(site_ref peaks=t stationary=t) @ \end{center}  \begin{center} &lt;&lt;fig=true echo=true&gt;&gt;= site_rose(site_ref) @  \end{center}  \end{document} </code></pre>   i would like to know if there is a problem with the new device i call in order to plot the figures or what is my real problem. the code for both functions is too large to show here  there isn t any extrange in these functions because to get the figure i only call plot(...)
javascript|jquery,ajax jsonp request 503 response <blockquote>    <strong>possible duplicate:</strong><br>   <a href= https://stackoverflow.com/questions/4778363/display-jquery-ajax-503-error-response >display jquery $.ajax 503 error response</a>    </blockquote>     i am making a call to an api which is a bit temoermental. alot of the time it is responding with a 503. my problem is that when this happens it none of the functions (complete  error  success) are triggered. i am looking for a way to log this in my code. any ideas greatly appreciated   <pre><code>    $.ajax ({       url      : engine.getquery()         datatype :  jsonp         success  : enterrorfunction        complete : enterrorfunction        error    : enterrorfunction     });      var enterrorfunction = function(){       console.log( test2 );     }; </code></pre>
python|linux|bash,how to use a bash variable in python  in bash i m able to do this  in bash<code>ip=$(wget -qo- ipinfo.io/ip)</code> this captures my public ip and stores it as the variable $ip on my raspberry pi. now i want to capture this variable in python to make a led connected to gpio 1 turn on when the <code>$ip</code> is not equal to 82.1x.xxx.xx . i m kind of a newbie in python so i need some help  i have very little knowledge in python but very good knowledge in bash. any help or suggestions will be appreciated.    thank you in advance.
java|shell|apache-karaf|karaf,karaf shell command  the <a href= https://karaf.apache.org/manual/latest/  rel= nofollow >karaf 4 documentation</a> mentions the <a href= https://karaf.apache.org/manual/latest/#_scripting_2  rel= nofollow >ability to script</a>:   <blockquote>    it’s possible to create objects to create commands  on the fly :   <pre><code>karaf@root()&gt; addcommand system (($.context bundle) loadclass java.lang.system) </code></pre> </blockquote>   however this does not work  and displays the following error message:   <blockquote>    command not found: addcommand  </blockquote>   how to fix it      thanks.
php|arrays|forms|post,php script not receiving post data  i have a php script that is processing a form for me.  however  something is strange (or i m just a bigger noob than i think).    the following code at the top of the script:   <pre><code>&lt; php  // get post data to insert into database  print( &lt;pre&gt; ); print_r($_post); print( &lt;/pre&gt; );  $vehicleid = $_post[ list3 ]; echo  variable vehicleid is: {$vehicleid} ; echo  post variable list3 is: {$_post[ list3 ]};   &gt; </code></pre>   results in the following  printout  when the form is submitted and form data intercepted by the script:   <pre><code>array (     [list1] =&gt; 7     [list2] =&gt; 3923     [list3] =&gt; 20745     [submit] =&gt; submit ) variable vehicleid is: post variable list3 is: </code></pre>   i ve only included the post array printout to see if post data is actually being received - which  apparently  it is.  so  why is not passing into my variable so that i can use it     i know i m just a php hack  but i feel like i must be losing it.
objective-c|uitableview,which method called when uitableview scroll down and bounce   i parse some data from xml. i want my table to show first 10 rows  then when user scroll to bottom and table bounce  then it update (load new data from xml) and then show new rows. for example firstly user get 10 rows  then other 10  then rest 10.    i want to know which method is called when tableview bounce to bottom  and some advice how to implement it  thank you.
